timestamp,reading_id,factory_id,factory_type,location_km_from_origin,flow_rate_m3ph,turbidity_ntu,ph,conductivity_us_cm,temperature_c,chromium_mg_l,copper_mg_l,tds_mg_l,uv_vis_absorbance,baseline_segment_id,is_baseline,is_violation,violation_reason,ai_violation_score,assigned_employee_id,alert_status
2026-01-01T00:15:00,R-000013,TX-B,Textile,15,61.03,534.21,8.86,1312.61,36.93,0.207,0.2,1436.29,2.014,,0,1,turbidity_high|chromium_high|uv_absorbance_high,0.789,EMP-001,resolved
2026-01-01T00:15:00,R-000014,CH-1,Chemical,12,142.46,57.52,4.92,1278.8,31.6,1.236,0.186,4776.83,2.089,,0,1,ph_low|chromium_high|tds_high|uv_absorbance_high,0.946,EMP-003,resolved
2026-01-01T00:15:00,R-000015,CH-2,Chemical,30,56.13,289.58,7.76,3671.95,40.44,0.13,0.925,2475.19,2.73,,0,1,turbidity_high|chromium_high|tds_high|uv_absorbance_high,0.861,EMP-001,resolved
2026-01-01T00:20:00,R-000016,TX-C,Textile,25,108.06,317.1,6.83,1786.17,34.06,0.84,0.342,2613.37,2.215,,0,1,turbidity_high|chromium_high|tds_high|uv_absorbance_high,0.93,EMP-004,resolved
2026-01-01T00:20:00,R-000017,CH-1,Chemical,12,80.97,44.99,4.34,5151.01,30.15,2.407,0.252,1605.87,2.458,,0,1,ph_low|chromium_high|uv_absorbance_high,0.771,EMP-004,resolved
2026-01-01T00:20:00,R-000018,CH-2,Chemical,30,51.83,188.91,9.78,2227.84,43.42,0.584,0.079,4944.5,0.834,,0,1,ph_high|chromium_high|tds_high,0.742,EMP-005,resolved
2026-01-01T00:25:00,R-000019,TX-A,Textile,8,50.37,121.7,5.23,1785.89,28.5,0.353,0.029,869.12,1.319,,0,1,ph_low|chromium_high|uv_absorbance_high,0.762,EMP-003,resolved
2026-01-01T00:25:00,R-000020,TX-C,Textile,25,94.23,585.36,9.9,3961.22,26.95,1.0,0.167,1614.3,0.579,,0,1,turbidity_high|ph_high|chromium_high,0.721,EMP-002,resolved
2026-01-01T00:25:00,R-000021,CH-1,Chemical,12,117.71,151.74,4.47,3501.18,42.49,1.605,0.286,1538.14,0.544,,0,1,ph_low|chromium_high,0.866,EMP-005,resolved
2026-01-01T00:25:00,R-000022,CH-2,Chemical,30,90.62,205.47,5.85,1571.15,37.63,2.462,0.104,1753.13,2.094,,0,1,turbidity_high|chromium_high|uv_absorbance_high,0.93,EMP-005,resolved
2026-01-01T00:30:00,R-000023,TX-A,Textile,8,37.92,139.98,7.79,3928.23,32.03,0.828,0.138,2921.44,1.122,,0,1,chromium_high|tds_high|uv_absorbance_high,0.79,EMP-005,resolved
2026-01-01T00:30:00,R-000024,TX-B,Textile,15,139.56,400.66,6.22,3856.07,31.95,0.434,0.14,2441.78,0.505,,0,1,turbidity_high|chromium_high|tds_high,0.766,EMP-001,resolved
2026-01-01T00:30:00,R-000025,TX-C,Textile,25,107.4,429.11,5.95,1930.38,30.71,0.802,0.097,3545.83,0.343,,0,1,turbidity_high|chromium_high|tds_high,0.929,EMP-001,resolved
2026-01-01T00:30:00,R-000026,CH-2,Chemical,30,93.2,111.72,3.35,4355.41,41.34,0.455,0.36,2572.41,0.939,,0,1,ph_low|chromium_high|tds_high,0.886,EMP-003,resolved
2026-01-01T00:35:00,R-000027,TX-A,Textile,8,148.81,248.46,9.28,3654.63,25.34,0.934,0.302,2500.89,1.46,,0,1,turbidity_high|ph_high|chromium_high|tds_high|uv_absorbance_high,0.931,EMP-003,resolved
2026-01-01T00:35:00,R-000028,TX-C,Textile,25,79.29,474.69,8.66,4661.32,33.39,0.469,0.081,3571.39,1.376,,0,1,turbidity_high|chromium_high|tds_high|uv_absorbance_high,0.948,EMP-005,resolved
2026-01-01T00:35:00,R-000029,CH-1,Chemical,12,138.06,393.7,5.7,5670.15,44.77,1.872,1.129,5102.79,3.001,,0,1,turbidity_high|chromium_high|tds_high|uv_absorbance_high,0.749,EMP-001,resolved
2026-01-01T00:35:00,R-000030,CH-2,Chemical,30,46.56,110.46,4.73,1029.96,32.05,0.061,0.593,4948.78,1.799,,0,1,ph_low|tds_high|uv_absorbance_high,0.925,EMP-002,resolved
2026-01-01T00:40:00,R-000031,TX-A,Textile,8,108.42,498.47,9.95,2620.98,32.35,0.882,0.341,2750.24,2.146,,0,1,turbidity_high|ph_high|chromium_high|tds_high|uv_absorbance_high,0.742,EMP-004,resolved
2026-01-01T00:40:00,R-000032,TX-B,Textile,15,73.76,189.24,6.36,2493.28,39.42,0.905,0.498,1880.16,1.125,,0,1,chromium_high|uv_absorbance_high,0.706,EMP-003,resolved
2026-01-01T00:40:00,R-000033,CH-2,Chemical,30,61.37,343.65,4.24,1259.51,39.35,1.498,0.801,1661.41,3.83,,0,1,turbidity_high|ph_low|chromium_high|uv_absorbance_high,0.812,EMP-004,resolved
2026-01-01T00:45:00,R-000034,TX-A,Textile,8,109.5,165.69,5.98,1183.04,26.53,0.762,0.403,2533.3,0.957,,0,1,chromium_high|tds_high,0.868,EMP-002,resolved
2026-01-01T00:45:00,R-000035,TX-C,Textile,25,91.9,594.29,6.71,3088.05,27.97,0.323,0.203,3288.78,1.119,,0,1,turbidity_high|chromium_high|tds_high|uv_absorbance_high,0.824,EMP-001,resolved
2026-01-01T00:45:00,R-000036,CH-2,Chemical,30,106.01,75.49,8.38,5436.95,41.53,1.94,0.968,4282.91,2.654,,0,1,chromium_high|tds_high|uv_absorbance_high,0.762,EMP-001,resolved
2026-01-01T00:50:00,R-000037,TX-B,Textile,15,59.55,172.69,6.99,3241.91,38.16,0.754,0.349,2432.12,1.704,,0,1,chromium_high|tds_high|uv_absorbance_high,0.884,EMP-004,resolved
2026-01-01T00:50:00,R-000038,TX-C,Textile,25,130.98,94.75,10.67,878.92,39.97,0.055,0.111,2291.62,1.112,,0,1,ph_high|tds_high|uv_absorbance_high,0.909,EMP-004,resolved
2026-01-01T00:50:00,R-000039,CH-1,Chemical,12,92.38,115.78,7.21,2388.63,42.65,1.241,1.047,1775.56,0.819,,0,1,chromium_high,0.754,EMP-002,resolved
2026-01-01T00:50:00,R-000040,CH-2,Chemical,30,76.53,64.63,7.02,4342.42,35.6,1.522,0.908,3778.63,2.111,,0,1,chromium_high|tds_high|uv_absorbance_high,0.903,EMP-003,resolved
2026-01-01T00:55:00,R-000041,,,32.105934645356484,78.12801564022476,18.613060655588207,7.407384645219547,314.8515615672263,27.088299494475372,0.004214299671488719,0.009046723247019883,222.34425890065376,0.099,BASE-007,1,0,,0.163,,none
2026-01-01T00:55:00,R-000042,TX-A,Textile,8,101.25,262.41,5.82,2533.79,35.58,0.181,0.485,2812.46,0.94,,0,1,turbidity_high|chromium_high|tds_high,0.724,EMP-002,resolved
2026-01-01T00:55:00,R-000043,TX-B,Textile,15,140.98,392.67,5.05,3594.32,35.23,0.474,0.402,1158.83,1.54,,0,1,turbidity_high|ph_low|chromium_high|uv_absorbance_high,0.973,EMP-004,resolved
2026-01-01T00:55:00,R-000044,CH-1,Chemical,12,132.44,298.24,3.84,5545.67,31.91,0.482,0.449,1315.64,1.825,,0,1,turbidity_high|ph_low|chromium_high|uv_absorbance_high,0.834,EMP-004,resolved
2026-01-01T01:00:00,R-000045,TX-A,Textile,8,126.92,236.48,10.18,2396.24,34.55,0.941,0.294,1462.7,0.382,,0,1,turbidity_high|ph_high|chromium_high,0.902,EMP-001,resolved
2026-01-01T01:00:00,R-000046,TX-B,Textile,15,117.67,360.22,5.41,4082.67,37.4,0.574,0.229,3277.51,1.875,,0,1,turbidity_high|ph_low|chromium_high|tds_high|uv_absorbance_high,0.775,EMP-001,resolved
2026-01-01T01:00:00,R-000047,TX-C,Textile,25,34.79,367.23,6.69,1404.73,30.48,0.117,0.399,3781.63,1.522,,0,1,turbidity_high|chromium_high|tds_high|uv_absorbance_high,0.864,EMP-002,resolved
2026-01-01T01:05:00,R-000048,TX-A,Textile,8,41.79,174.49,5.98,3166.44,33.04,0.713,0.425,1345.19,1.138,,0,1,chromium_high|uv_absorbance_high,0.759,EMP-005,resolved
2026-01-01T01:10:00,R-000049,TX-A,Textile,8,60.97,238.9,6.85,2925.11,37.73,0.432,0.218,2533.98,0.297,,0,1,turbidity_high|chromium_high|tds_high,0.89,EMP-005,resolved
2026-01-01T01:10:00,R-000050,TX-B,Textile,15,85.52,536.72,7.98,1896.98,31.23,0.475,0.419,2719.45,2.132,,0,1,turbidity_high|chromium_high|tds_high|uv_absorbance_high,0.813,EMP-003,resolved
2026-01-01T01:10:00,R-000051,TX-C,Textile,25,95.73,520.91,9.54,2981.61,31.98,0.169,0.32,2951.28,0.967,,0,1,turbidity_high|ph_high|chromium_high|tds_high,0.916,EMP-002,resolved
2026-01-01T01:10:00,R-000052,CH-1,Chemical,12,111.69,265.83,7.26,4348.33,39.92,1.131,0.777,3402.15,0.762,,0,1,turbidity_high|chromium_high|tds_high,0.793,EMP-001,resolved
2026-01-01T01:10:00,R-000053,CH-2,Chemical,30,99.65,226.77,7.7,4651.59,25.87,0.245,0.611,3314.35,0.595,,0,1,turbidity_high|chromium_high|tds_high,0.934,EMP-004,resolved
2026-01-01T01:15:00,R-000054,TX-A,Textile,8,30.14,549.75,7.13,3178.67,29.47,0.252,0.047,1903.16,0.883,,0,1,turbidity_high|chromium_high,0.936,EMP-004,resolved
2026-01-01T01:15:00,R-000055,TX-B,Textile,15,89.98,197.17,8.27,809.48,36.03,0.293,0.35,844.49,1.678,,0,1,chromium_high|uv_absorbance_high,0.993,EMP-002,resolved
2026-01-01T01:15:00,R-000056,CH-1,Chemical,12,69.35,222.9,8.93,3935.9,31.5,1.476,0.414,1474.58,1.46,,0,1,turbidity_high|chromium_high|uv_absorbance_high,0.911,EMP-001,resolved
2026-01-01T01:15:00,R-000057,CH-2,Chemical,30,107.74,338.86,2.37,3082.68,27.24,1.413,0.866,4767.88,1.774,,0,1,turbidity_high|ph_low|chromium_high|tds_high|uv_absorbance_high,0.742,EMP-003,resolved
2026-01-01T01:20:00,R-000058,TX-B,Textile,15,80.54,571.37,9.72,2736.02,30.08,0.172,0.037,2865.42,1.261,,0,1,turbidity_high|ph_high|chromium_high|tds_high|uv_absorbance_high,0.751,EMP-002,resolved
2026-01-01T01:25:00,R-000059,TX-B,Textile,15,34.48,152.49,9.56,2035.77,35.18,0.085,0.241,1273.78,0.962,,0,1,ph_high,0.811,EMP-001,resolved
2026-01-01T01:25:00,R-000060,CH-1,Chemical,12,80.13,199.7,4.77,5262.58,35.28,1.241,0.504,2212.01,1.456,,0,1,ph_low|chromium_high|tds_high|uv_absorbance_high,0.725,EMP-001,resolved
2026-01-01T01:25:00,R-000061,CH-2,Chemical,30,119.62,335.3,9.5,6288.92,38.94,1.308,0.492,2672.14,0.606,,0,1,turbidity_high|ph_high|chromium_high|tds_high,0.787,EMP-002,resolved
2026-01-01T01:30:00,R-000062,TX-A,Textile,8,57.84,351.61,5.88,4257.26,26.36,0.023,0.423,1146.55,2.459,,0,1,turbidity_high|uv_absorbance_high,0.941,EMP-003,resolved
2026-01-01T01:30:00,R-000063,TX-B,Textile,15,60.93,454.24,8.23,2560.07,26.4,0.375,0.135,1056.24,0.74,,0,1,turbidity_high|chromium_high,0.786,EMP-004,resolved
2026-01-01T01:30:00,R-000064,TX-C,Textile,25,92.34,117.97,8.53,2404.78,29.41,0.923,0.092,1854.04,1.408,,0,1,chromium_high|uv_absorbance_high,0.828,EMP-001,resolved
2026-01-01T01:30:00,R-000065,CH-1,Chemical,12,106.12,225.91,5.14,4695.36,41.05,1.265,0.583,3863.65,0.835,,0,1,turbidity_high|ph_low|chromium_high|tds_high,0.988,EMP-001,resolved
2026-01-01T01:30:00,R-000066,CH-2,Chemical,30,61.71,382.9,7.73,3374.52,39.37,2.266,0.478,3685.22,1.653,,0,1,turbidity_high|chromium_high|tds_high|uv_absorbance_high,0.755,EMP-004,resolved
2026-01-01T01:35:00,R-000067,TX-A,Textile,8,86.99,278.86,9.62,971.59,27.23,0.929,0.147,1203.76,0.631,,0,1,turbidity_high|ph_high|chromium_high,0.898,EMP-002,resolved
2026-01-01T01:35:00,R-000068,TX-B,Textile,15,124.42,301.71,10.78,2579.72,25.12,0.079,0.094,1382.36,0.631,,0,1,turbidity_high|ph_high,0.754,EMP-002,resolved
2026-01-01T01:35:00,R-000069,TX-C,Textile,25,52.85,580.89,6.74,3154.14,36.77,0.764,0.379,3485.73,1.087,,0,1,turbidity_high|chromium_high|tds_high|uv_absorbance_high,0.784,EMP-001,resolved
2026-01-01T01:35:00,R-000070,CH-1,Chemical,12,43.07,237.5,8.38,3479.8,36.99,0.182,0.997,1674.88,1.962,,0,1,turbidity_high|chromium_high|uv_absorbance_high,0.748,EMP-003,resolved
2026-01-01T01:40:00,R-000071,,,6.1989139541972476,190.4713538713159,16.679916782709867,7.550846844863935,253.83602274268077,22.948995664330432,0.0127865881021417,0.03631178313792692,158.10087644394955,0.084,BASE-001,1,0,,0.044,,none
2026-01-01T01:40:00,R-000072,TX-B,Textile,15,79.96,329.47,6.9,2343.03,39.45,0.145,0.397,1892.64,1.85,,0,1,turbidity_high|chromium_high|uv_absorbance_high,0.781,EMP-005,resolved
2026-01-01T01:40:00,R-000073,TX-C,Textile,25,50.95,514.88,9.44,4396.42,25.48,0.88,0.113,1657.13,0.467,,0,1,turbidity_high|ph_high|chromium_high,0.816,EMP-004,resolved
2026-01-01T01:40:00,R-000074,CH-2,Chemical,30,95.1,384.01,8.54,3209.21,32.43,1.955,1.188,6207.27,2.912,,0,1,turbidity_high|chromium_high|tds_high|uv_absorbance_high,0.73,EMP-001,resolved
2026-01-01T01:45:00,R-000075,TX-A,Textile,8,119.85,514.87,5.11,1943.95,35.88,0.324,0.129,3580.02,0.436,,0,1,turbidity_high|ph_low|chromium_high|tds_high,0.876,EMP-002,resolved
2026-01-01T01:45:00,R-000076,TX-B,Textile,15,59.91,429.33,6.43,1495.12,28.15,0.578,0.375,3669.32,0.813,,0,1,turbidity_high|chromium_high|tds_high,0.822,EMP-003,resolved
2026-01-01T01:45:00,R-000077,TX-C,Textile,25,112.27,371.74,9.32,2596.86,35.61,0.055,0.075,3872.81,1.525,,0,1,turbidity_high|ph_high|tds_high|uv_absorbance_high,0.928,EMP-002,resolved
2026-01-01T01:45:00,R-000078,CH-1,Chemical,12,41.81,325.59,7.25,2128.94,41.57,2.018,0.453,5564.5,3.271,,0,1,turbidity_high|chromium_high|tds_high|uv_absorbance_high,0.895,EMP-005,resolved
2026-01-01T01:45:00,R-000079,CH-2,Chemical,30,68.33,223.58,5.52,1695.44,36.79,0.752,1.146,2699.83,2.027,,0,1,turbidity_high|chromium_high|tds_high|uv_absorbance_high,0.885,EMP-002,resolved
2026-01-01T01:50:00,R-000080,TX-B,Textile,15,71.29,105.29,9.68,1419.16,39.96,0.362,0.204,2459.18,0.84,,0,1,ph_high|chromium_high|tds_high,0.794,EMP-003,resolved
2026-01-01T01:50:00,R-000081,TX-C,Textile,25,63.84,576.56,8.51,2757.6,32.43,0.14,0.026,3222.49,1.396,,0,1,turbidity_high|chromium_high|tds_high|uv_absorbance_high,0.864,EMP-001,resolved
2026-01-01T01:50:00,R-000082,CH-1,Chemical,12,66.56,288.94,8.27,2375.26,33.75,0.405,0.41,3018.87,0.909,,0,1,turbidity_high|chromium_high|tds_high,0.998,EMP-004,resolved
2026-01-01T01:55:00,R-000083,TX-A,Textile,8,65.83,334.86,5.4,4361.82,34.77,0.153,0.255,2763.66,1.059,,0,1,turbidity_high|ph_low|chromium_high|tds_high|uv_absorbance_high,0.9,EMP-005,resolved
2026-01-01T01:55:00,R-000084,TX-B,Textile,15,144.37,251.64,9.25,3390.0,26.85,0.244,0.083,2024.18,1.421,,0,1,turbidity_high|ph_high|chromium_high|uv_absorbance_high,0.761,EMP-005,resolved
2026-01-01T01:55:00,R-000085,TX-C,Textile,25,38.61,187.28,9.75,1519.78,37.61,0.036,0.147,898.62,0.444,,0,1,ph_high,0.88,EMP-004,resolved
2026-01-01T01:55:00,R-000086,CH-1,Chemical,12,100.37,47.15,7.0,2900.34,41.71,1.946,0.757,4126.09,2.793,,0,1,chromium_high|tds_high|uv_absorbance_high,0.757,EMP-002,resolved
2026-01-01T02:00:00,R-000087,,,31.2677660858827,92.04239689571043,17.16330629037795,6.975325858892708,319.95022568770764,23.55252073885741,0.01734425637589252,0.02384405859407799,103.70769020902473,0.045,BASE-006,1,0,,0.048,,none
2026-01-01T02:00:00,R-000088,TX-A,Textile,8,66.86,549.76,9.69,3922.46,28.01,0.713,0.347,1399.04,0.646,,0,1,turbidity_high|ph_high|chromium_high,0.766,EMP-002,resolved
2026-01-01T02:00:00,R-000089,CH-1,Chemical,12,63.78,309.29,4.42,3356.06,25.22,0.609,0.691,5796.16,1.267,,0,1,turbidity_high|ph_low|chromium_high|tds_high|uv_absorbance_high,0.816,EMP-003,resolved
2026-01-01T02:05:00,R-000090,TX-A,Textile,8,71.43,538.25,5.77,995.54,26.67,0.239,0.43,1743.75,1.739,,0,1,turbidity_high|chromium_high|uv_absorbance_high,0.79,EMP-002,resolved
2026-01-01T02:05:00,R-000091,TX-B,Textile,15,88.91,260.99,8.05,2602.91,34.44,0.154,0.142,871.88,0.444,,0,1,turbidity_high|chromium_high,0.839,EMP-004,resolved
2026-01-01T02:05:00,R-000092,TX-C,Textile,25,65.9,484.37,10.66,1191.68,28.07,0.237,0.472,1490.49,0.402,,0,1,turbidity_high|ph_high|chromium_high,0.705,EMP-003,resolved
2026-01-01T02:05:00,R-000093,CH-1,Chemical,12,45.27,206.94,9.46,2673.06,34.56,1.965,0.702,4251.16,1.324,,0,1,turbidity_high|ph_high|chromium_high|tds_high|uv_absorbance_high,0.844,EMP-005,resolved
2026-01-01T02:10:00,R-000094,TX-A,Textile,8,148.53,89.31,5.47,3199.12,33.17,0.187,0.195,1499.16,1.255,,0,1,ph_low|chromium_high|uv_absorbance_high,0.989,EMP-001,resolved
2026-01-01T02:10:00,R-000095,TX-B,Textile,15,146.26,504.23,7.29,1479.04,30.43,0.058,0.427,3293.48,1.26,,0,1,turbidity_high|tds_high|uv_absorbance_high,0.996,EMP-001,resolved
2026-01-01T02:10:00,R-000096,CH-1,Chemical,12,69.24,54.12,9.11,5618.18,36.79,1.146,0.757,3227.1,2.183,,0,1,ph_high|chromium_high|tds_high|uv_absorbance_high,0.746,EMP-001,resolved
2026-01-01T02:15:00,R-000097,TX-A,Textile,8,124.37,262.54,5.16,3167.88,26.43,0.844,0.361,1138.44,0.851,,0,1,turbidity_high|ph_low|chromium_high,0.764,EMP-003,resolved
2026-01-01T02:15:00,R-000098,TX-B,Textile,15,95.93,295.8,8.66,1038.11,32.06,0.24,0.34,1899.59,0.836,,0,1,turbidity_high|chromium_high,0.71,EMP-002,resolved
2026-01-01T02:15:00,R-000099,CH-2,Chemical,30,136.79,308.91,3.38,4185.6,30.9,1.987,0.805,6099.87,3.489,,0,1,turbidity_high|ph_low|chromium_high|tds_high|uv_absorbance_high,0.94,EMP-002,resolved
2026-01-01T02:20:00,R-000100,TX-A,Textile,8,131.18,143.48,10.14,1793.1,39.29,0.943,0.356,1463.4,0.302,,0,1,ph_high|chromium_high,0.784,EMP-001,resolved
2026-01-01T02:20:00,R-000101,TX-B,Textile,15,38.18,291.98,10.01,3904.13,30.38,0.832,0.498,2616.08,1.507,,0,1,turbidity_high|ph_high|chromium_high|tds_high|uv_absorbance_high,0.736,EMP-001,resolved
2026-01-01T02:20:00,R-000102,CH-1,Chemical,12,56.28,50.53,8.88,2246.52,31.82,1.119,0.407,3750.77,2.697,,0,1,chromium_high|tds_high|uv_absorbance_high,0.702,EMP-003,resolved
2026-01-01T02:25:00,R-000103,TX-A,Textile,8,103.63,286.14,5.74,3462.81,31.91,0.561,0.095,1029.65,1.009,,0,1,turbidity_high|chromium_high|uv_absorbance_high,0.727,EMP-003,resolved
2026-01-01T02:25:00,R-000104,TX-C,Textile,25,61.48,421.39,8.85,1337.34,33.42,0.394,0.46,1224.55,1.839,,0,1,turbidity_high|chromium_high|uv_absorbance_high,0.738,EMP-001,resolved
2026-01-01T02:25:00,R-000105,CH-1,Chemical,12,37.62,88.14,2.74,5134.25,37.23,0.607,0.363,2895.53,1.698,,0,1,ph_low|chromium_high|tds_high|uv_absorbance_high,0.703,EMP-001,resolved
2026-01-01T02:25:00,R-000106,CH-2,Chemical,30,30.57,202.94,4.08,1498.96,29.05,0.863,0.379,3092.63,1.664,,0,1,turbidity_high|ph_low|chromium_high|tds_high|uv_absorbance_high,0.947,EMP-003,resolved
2026-01-01T02:30:00,R-000107,TX-B,Textile,15,95.23,88.97,10.78,2245.65,26.36,0.572,0.362,1315.42,1.295,,0,1,ph_high|chromium_high|uv_absorbance_high,0.97,EMP-005,resolved
2026-01-01T02:30:00,R-000108,TX-C,Textile,25,41.03,502.08,8.83,3778.29,33.25,0.478,0.464,1848.69,1.109,,0,1,turbidity_high|chromium_high|uv_absorbance_high,0.781,EMP-002,resolved
2026-01-01T02:30:00,R-000109,CH-1,Chemical,12,91.36,375.4,5.74,2411.78,32.95,2.207,0.441,5310.33,1.756,,0,1,turbidity_high|chromium_high|tds_high|uv_absorbance_high,0.81,EMP-004,resolved
2026-01-01T02:30:00,R-000110,CH-2,Chemical,30,93.65,304.84,2.8,4220.88,43.61,1.775,0.401,1956.38,3.98,,0,1,turbidity_high|ph_low|chromium_high|uv_absorbance_high,0.811,EMP-005,resolved
2026-01-01T02:35:00,R-000111,TX-B,Textile,15,141.37,245.86,10.99,851.26,31.06,0.639,0.236,2157.54,0.594,,0,1,turbidity_high|ph_high|chromium_high|tds_high,0.762,EMP-002,resolved
2026-01-01T02:35:00,R-000112,CH-1,Chemical,12,120.12,249.79,3.37,5765.08,37.87,0.543,0.752,3114.7,2.801,,0,1,turbidity_high|ph_low|chromium_high|tds_high|uv_absorbance_high,0.851,EMP-002,resolved
2026-01-01T02:35:00,R-000113,CH-2,Chemical,30,70.97,76.68,9.09,2361.61,42.64,1.725,0.525,2989.79,0.875,,0,1,ph_high|chromium_high|tds_high,0.847,EMP-004,resolved
2026-01-01T02:40:00,R-000114,TX-A,Textile,8,64.03,218.97,6.83,2747.25,38.93,0.62,0.151,1276.7,1.579,,0,1,turbidity_high|chromium_high|uv_absorbance_high,0.8,EMP-005,resolved
2026-01-01T02:40:00,R-000115,TX-B,Textile,15,138.71,164.0,5.71,981.26,35.43,0.176,0.454,1587.41,1.784,,0,1,chromium_high|uv_absorbance_high,0.73,EMP-003,resolved
2026-01-01T02:40:00,R-000116,TX-C,Textile,25,43.53,410.15,10.58,2753.12,39.99,0.155,0.094,2877.6,1.515,,0,1,turbidity_high|ph_high|chromium_high|tds_high|uv_absorbance_high,0.816,EMP-002,resolved
2026-01-01T02:40:00,R-000117,CH-1,Chemical,12,117.18,321.32,5.09,5379.74,28.17,1.085,0.892,3586.11,0.57,,0,1,turbidity_high|ph_low|chromium_high|tds_high,0.8,EMP-001,resolved
2026-01-01T02:40:00,R-000118,CH-2,Chemical,30,71.23,179.67,9.03,1320.98,31.65,1.583,0.998,2264.84,2.576,,0,1,ph_high|chromium_high|tds_high|uv_absorbance_high,0.771,EMP-003,resolved
2026-01-01T02:45:00,R-000119,TX-A,Textile,8,86.42,277.14,10.49,2784.5,29.47,0.737,0.256,1068.1,1.591,,0,1,turbidity_high|ph_high|chromium_high|uv_absorbance_high,0.907,EMP-004,resolved
2026-01-01T02:45:00,R-000120,TX-B,Textile,15,78.72,360.18,8.27,4314.25,27.45,0.603,0.36,2282.48,1.11,,0,1,turbidity_high|chromium_high|tds_high|uv_absorbance_high,0.841,EMP-005,resolved
2026-01-01T02:45:00,R-000121,TX-C,Textile,25,73.66,84.16,9.1,3305.67,31.44,0.798,0.019,1378.91,0.953,,0,1,ph_high|chromium_high,0.774,EMP-003,resolved
2026-01-01T02:45:00,R-000122,CH-1,Chemical,12,67.19,288.08,2.44,5783.16,29.63,0.501,1.181,2073.27,1.897,,0,1,turbidity_high|ph_low|chromium_high|uv_absorbance_high,0.996,EMP-004,resolved
2026-01-01T02:45:00,R-000123,CH-2,Chemical,30,66.87,144.79,5.88,3419.26,37.49,1.493,0.692,1090.15,1.38,,0,1,chromium_high|uv_absorbance_high,0.838,EMP-003,resolved
2026-01-01T02:50:00,R-000124,TX-A,Textile,8,93.28,307.68,5.1,4235.75,35.64,0.562,0.371,3470.8,1.197,,0,1,turbidity_high|ph_low|chromium_high|tds_high|uv_absorbance_high,0.874,EMP-001,resolved
2026-01-01T02:50:00,R-000125,TX-B,Textile,15,88.85,496.45,6.95,4475.26,36.88,0.223,0.337,1578.51,0.627,,0,1,turbidity_high|chromium_high,0.971,EMP-004,resolved
